country,region,rank,score,happiness_level,gdp,year,code,year,life_expectency
Benin,Sub-Saharan Africa,102.0,4.883,3,0.393,2019,BHR,2019,77.292
Botswana,Sub-Saharan Africa,148.0,3.488,2,1.041,2019,BWA,2019,69.592
Botswana,Sub-Saharan Africa,146.0,3.59,2,1.017,2018,BWA,2018,69.275
Botswana,Sub-Saharan Africa,142.0,3.7660000324249300,2,1.12209415435791,2017,BWA,2017,68.812
Botswana,Sub-Saharan Africa,137.0,3.974,2,1.09426,2016,BWA,2016,68.178
Botswana,Sub-Saharan Africa,128.0,4.332,3,0.99355,2015,BWA,2015,67.338
Burkina Faso,Sub-Saharan Africa,152.0,3.587,2,0.25812,2015,BFA,2015,59.919
Burkina Faso,Sub-Saharan Africa,145.0,3.739,2,0.31995,2016,BFA,2016,60.354
Burkina Faso,Sub-Saharan Africa,134.0,4.03200006484985,3,0.3502277135849,2017,BFA,2017,60.768
Burkina Faso,Sub-Saharan Africa,121.0,4.424,3,0.314,2018,BFA,2018,61.174
Burkina Faso,Sub-Saharan Africa,115.0,4.587,3,0.331,2019,BFA,2019,61.577
Burundi,Sub-Saharan Africa,154.0,2.90499997138977,1,0.091622568666935,2017,BDI,2017,60.898
Burundi,Sub-Saharan Africa,157.0,2.905,1,0.0153,2015,BDI,2015,60.123
Burundi,Sub-Saharan Africa,157.0,2.905,1,0.06831,2016,BDI,2016,60.528
Burundi,Sub-Saharan Africa,156.0,2.905,1,0.091,2018,BDI,2018,61.247
Burundi,Sub-Saharan Africa,145.0,3.775,2,0.046,2019,BDI,2019,61.584
Cameroon,Sub-Saharan Africa,133.0,4.252,3,0.4225,2015,CMR,2015,57.583
Cameroon,Sub-Saharan Africa,114.0,4.513,3,0.52497,2016,CMR,2016,58.063
Cameroon,Sub-Saharan Africa,107.0,4.69500017166138,3,0.564305365085602,2017,CMR,2017,58.511
Cameroon,Sub-Saharan Africa,99.0,4.975,3,0.535,2018,CMR,2018,58.921
Cameroon,Sub-Saharan Africa,96.0,5.044,4,0.549,2019,CMR,2019,59.292
Chad,Sub-Saharan Africa,149.0,3.667,2,0.34193,2015,TCD,2015,53.137
Chad,Sub-Saharan Africa,144.0,3.763,2,0.42214,2016,TCD,2016,53.438
Chad,Sub-Saharan Africa,137.0,3.9360001087188700,2,0.43801298737525900,2017,TCD,2017,53.712
Chad,Sub-Saharan Africa,131.0,4.301,3,0.358,2018,TCD,2018,53.977
Chad,Sub-Saharan Africa,132.0,4.35,3,0.35,2019,TCD,2019,54.239
Congo (Brazzaville),Sub-Saharan Africa,139.0,3.989,2,0.67866,2015,COG,2015,63.097
Congo (Brazzaville),Sub-Saharan Africa,127.0,4.236,3,0.77109,2016,COG,2016,63.556
Congo (Brazzaville),Sub-Saharan Africa,124.0,4.29099988937378,3,0.808964252471924,2017,COG,2017,63.954
Congo (Brazzaville),Sub-Saharan Africa,114.0,4.559,3,0.682,2018,COG,2018,64.29
Congo (Brazzaville),Sub-Saharan Africa,103.0,4.812,3,0.673,2019,COG,2019,64.57
Ethiopia,Sub-Saharan Africa,134.0,4.286,3,0.336,2019,EGY,2019,71.99
Ethiopia,Sub-Saharan Africa,127.0,4.35,3,0.308,2018,EGY,2018,71.825
Ethiopia,Sub-Saharan Africa,119.0,4.46000003814697,3,0.339233845472336,2017,EGY,2017,71.656
Ethiopia,Sub-Saharan Africa,115.0,4.508,3,0.29283,2016,EGY,2016,71.482
Ethiopia,Sub-Saharan Africa,122.0,4.512,3,0.19073,2015,EGY,2015,71.302
Gabon,Sub-Saharan Africa,143.0,3.896,2,1.06024,2015,GAB,2015,64.913
Gabon,Sub-Saharan Africa,134.0,4.121,3,1.15851,2016,GAB,2016,65.418
Gabon,Sub-Saharan Africa,118.0,4.46500015258789,3,1.1982102394104,2017,GAB,2017,65.839
Gabon,Sub-Saharan Africa,103.0,4.758,3,1.036,2018,GAB,2018,66.187
Gabon,Sub-Saharan Africa,104.0,4.799,3,1.057,2019,GAB,2019,66.467
Ghana,Sub-Saharan Africa,131.0,4.11999988555908,3,0.667224824428558,2017,GHA,2017,63.463
Ghana,Sub-Saharan Africa,124.0,4.276,3,0.63107,2016,GHA,2016,63.124
Ghana,Sub-Saharan Africa,114.0,4.633,3,0.54558,2015,GHA,2015,62.772
Ghana,Sub-Saharan Africa,108.0,4.657,3,0.592,2018,GHA,2018,63.78
Ghana,Sub-Saharan Africa,98.0,4.996,3,0.611,2019,GHA,2019,64.074
Guinea,Sub-Saharan Africa,149.0,3.50699996948242,2,0.244549930095673,2017,GIN,2017,60.706
Guinea,Sub-Saharan Africa,151.0,3.607,2,0.22415,2016,GIN,2016,60.17
Guinea,Sub-Saharan Africa,150.0,3.656,2,0.17417,2015,GIN,2015,59.598
Guinea,Sub-Saharan Africa,140.0,3.964,2,0.344,2018,GIN,2018,61.185
Guinea,Sub-Saharan Africa,118.0,4.534,3,0.38,2019,GIN,2019,61.602
Kenya,Sub-Saharan Africa,122.0,4.356,3,0.52267,2016,KEN,2016,65.393
Kenya,Sub-Saharan Africa,124.0,4.41,3,0.493,2018,KEN,2018,66.342
Kenya,Sub-Saharan Africa,125.0,4.419,3,0.36471,2015,KEN,2015,64.798
Kenya,Sub-Saharan Africa,121.0,4.509,3,0.512,2019,KEN,2019,66.699
Kenya,Sub-Saharan Africa,112.0,4.55299997329712,3,0.560479462146759,2017,KEN,2017,65.909
Lesotho,Sub-Saharan Africa,144.0,3.802,2,0.489,2019,LSO,2019,54.331
Lesotho,Sub-Saharan Africa,141.0,3.808,2,0.472,2018,LSO,2018,53.705
Lesotho,Sub-Saharan Africa,139.0,3.80800008773804,2,0.521021246910095,2017,LSO,2017,52.947
Lesotho,Sub-Saharan Africa,97.0,4.898,3,0.37545,2015,LSO,2015,51.038
Lesotho,Sub-Saharan Africa,97,4.898,3,0.37545,2016,LSO,2016,52.059
Liberia,Sub-Saharan Africa,149.0,3.495,2,0.076,2018,LBR,2018,63.73
Liberia,Sub-Saharan Africa,148.0,3.53299999237061,2,0.119041793048382,2017,LBR,2017,63.295
Liberia,Sub-Saharan Africa,150.0,3.622,2,0.10706,2016,LBR,2016,62.802
Liberia,Sub-Saharan Africa,141.0,3.975,2,0.073,2019,LBR,2019,64.104
Liberia,Sub-Saharan Africa,116.0,4.571,3,0.0712,2015,LBR,2015,62.269
Madagascar,Sub-Saharan Africa,144.0,3.64400005340576,2,0.305808693170547,2017,MDG,2017,66.311
Madagascar,Sub-Saharan Africa,147.0,3.681,2,0.20824,2015,MDG,2015,65.539
Madagascar,Sub-Saharan Africa,148.0,3.695,2,0.27954,2016,MDG,2016,65.931
Madagascar,Sub-Saharan Africa,143.0,3.774,2,0.262,2018,MDG,2018,66.681
Madagascar,Sub-Saharan Africa,143.0,3.933,2,0.274,2019,MDG,2019,67.041
Malawi,Sub-Saharan Africa,150.0,3.41,2,0.191,2019,MWI,2019,64.263
Malawi,Sub-Saharan Africa,147.0,3.587,2,0.186,2018,MWI,2018,63.798
Malawi,Sub-Saharan Africa,136.0,3.97000002861023,2,0.233442038297653,2017,MWI,2017,63.279
Malawi,Sub-Saharan Africa,132.0,4.156,3,0.08709,2016,MWI,2016,62.681
Malawi,Sub-Saharan Africa,131.0,4.292,3,0.01604,2015,MWI,2015,61.953
Mali,Sub-Saharan Africa,138.0,3.995,2,0.26074,2015,MLI,2015,57.509
Mali,Sub-Saharan Africa,135.0,4.073,3,0.31292,2016,MLI,2016,57.987
Mali,Sub-Saharan Africa,127.0,4.19000005722046,3,0.476180493831635,2017,MLI,2017,58.452
Mali,Sub-Saharan Africa,128.0,4.39,3,0.385,2019,MLI,2019,59.306
Mali,Sub-Saharan Africa,118.0,4.447,3,0.37,2018,MLI,2018,58.893
Mauritania,Sub-Saharan Africa,130.0,4.201,3,0.61391,2016,MLI,2016,57.987
Mauritania,Sub-Saharan Africa,123.0,4.29199981689453,3,0.648457288742065,2017,MLI,2017,58.452
Mauritania,Sub-Saharan Africa,126.0,4.356,3,0.557,2018,MLI,2018,58.893
Mauritania,Sub-Saharan Africa,124.0,4.436,3,0.45407,2015,MLI,2015,57.509
Mauritania,Sub-Saharan Africa,122.0,4.49,3,0.57,2019,MLI,2019,59.306
Mauritius,Sub-Saharan Africa,71.0,5.477,4,1.00761,2015,MLT,2015,81.896
Mauritius,Sub-Saharan Africa,64.0,5.62900018692017,4,1.18939554691315,2017,MLT,2017,82.221
Mauritius,Sub-Saharan Africa,66.0,5.648,4,1.14372,2016,MLT,2016,82.063
Mauritius,Sub-Saharan Africa,57.0,5.888,4,1.12,2019,MLT,2019,82.53
Mauritius,Sub-Saharan Africa,55.0,5.891,4,1.09,2018,MLT,2018,82.376
Mozambique,Sub-Saharan Africa,123.0,4.417,3,0.198,2018,MNE,2018,76.77
Mozambique,Sub-Saharan Africa,123.0,4.466,3,0.204,2019,MNE,2019,76.884
Mozambique,Sub-Saharan Africa,113.0,4.550000190734860,3,0.234305649995804,2017,MNE,2017,76.667
Mozambique,Sub-Saharan Africa,94.0,4.971,3,0.08308,2015,MNE,2015,76.452
Mozambique,Sub-Saharan Africa,94,4.971,3,0.08308,2016,MNE,2016,76.568
Namibia,Sub-Saharan Africa,119.0,4.441,3,0.874,2018,NAM,2018,63.373
Namibia,Sub-Saharan Africa,111.0,4.57399988174438,3,0.964434325695038,2017,NAM,2017,63.021
Namibia,Sub-Saharan Africa,113.0,4.574,3,0.93287,2015,NAM,2015,62.119
Namibia,Sub-Saharan Africa,113.0,4.574,3,0.93287,2016,NAM,2016,62.625
Namibia,Sub-Saharan Africa,113.0,4.639,3,0.879,2019,NAM,2019,63.708
Niger,Sub-Saharan Africa,144.0,3.845,2,0.0694,2015,NER,2015,60.631
Niger,Sub-Saharan Africa,142.0,3.856,2,0.1327,2016,NER,2016,61.137
Niger,Sub-Saharan Africa,135.0,4.02799987792969,3,0.161925330758095,2017,NER,2017,61.599
Niger,Sub-Saharan Africa,134.0,4.166,3,0.131,2018,NER,2018,62.024
Niger,Sub-Saharan Africa,114.0,4.628,3,0.138,2019,NER,2019,62.42
Nigeria,Sub-Saharan Africa,103.0,4.875,3,0.75216,2016,NGA,2016,53.541
Nigeria,Sub-Saharan Africa,95.0,5.07399988174438,4,0.783756256103516,2017,NGA,2017,53.95
Nigeria,Sub-Saharan Africa,91.0,5.155,4,0.689,2018,NGA,2018,54.332
Nigeria,Sub-Saharan Africa,85.0,5.265,4,0.696,2019,NGA,2019,54.687
Nigeria,Sub-Saharan Africa,78.0,5.268,4,0.65435,2015,NGA,2015,53.112
Rwanda,Sub-Saharan Africa,152.0,3.334,2,0.359,2019,RWA,2019,69.024
Rwanda,Sub-Saharan Africa,151.0,3.408,2,0.332,2018,RWA,2018,68.7
Rwanda,Sub-Saharan Africa,154.0,3.465,2,0.22208,2015,RWA,2015,67.45
Rwanda,Sub-Saharan Africa,151.0,3.47099995613098,2,0.368745893239975,2017,RWA,2017,68.341
Rwanda,Sub-Saharan Africa,152.0,3.515,2,0.32846,2016,RWA,2016,67.93
Senegal,Sub-Saharan Africa,142.0,3.904,2,0.36498,2015,SEN,2015,66.747
Senegal,Sub-Saharan Africa,128.0,4.219,3,0.44314,2016,SEN,2016,67.078
Senegal,Sub-Saharan Africa,115.0,4.53499984741211,3,0.479309022426605,2017,SEN,2017,67.38
Senegal,Sub-Saharan Africa,109.0,4.631,3,0.429,2018,SEN,2018,67.665
Senegal,Sub-Saharan Africa,111.0,4.681,3,0.45,2019,SEN,2019,67.941
Sierra Leone,Sub-Saharan Africa,129.0,4.374,3,0.268,2019,SLE,2019,54.696
Sierra Leone,Sub-Saharan Africa,123.0,4.507,3,0.33024,2015,SLE,2015,52.941
Sierra Leone,Sub-Saharan Africa,113.0,4.571,3,0.256,2018,SLE,2018,54.309
Sierra Leone,Sub-Saharan Africa,111.0,4.635,3,0.36485,2016,SLE,2016,53.444
Sierra Leone,Sub-Saharan Africa,106.0,4.70900011062622,3,0.36842092871666,2017,SLE,2017,53.895
South Africa,Sub-Saharan Africa,116.0,4.459,3,1.02416,2016,ZAF,2016,63.153
South Africa,Sub-Saharan Africa,113.0,4.642,3,0.92049,2015,ZAF,2015,62.649
South Africa,Sub-Saharan Africa,106.0,4.722,3,0.96,2019,ZAF,2019,64.131
South Africa,Sub-Saharan Africa,105.0,4.724,3,0.94,2018,ZAF,2018,63.857
South Africa,Sub-Saharan Africa,101.0,4.8289999961853,3,1.05469870567322,2017,ZAF,2017,63.538
South Sudan,Sub-Saharan Africa,156.0,2.853,1,0.306,2019,SSD,2019,57.846
South Sudan,Sub-Saharan Africa,154.0,3.254,2,0.337,2018,SSD,2018,57.604
South Sudan,Sub-Saharan Africa,147.0,3.59100008010864,2,0.39724862575531,2017,SSD,2017,57.365
South Sudan,Sub-Saharan Africa,143.0,3.832,2,0.39394,2015,SSD,2015,56.855
South Sudan,Sub-Saharan Africa,143.0,3.832,2,0.39394,2016,SSD,2016,57.12
Sudan,Sub-Saharan Africa,130.0,4.138999938964840,3,0.65951669216156,2017,SDN,2017,64.881
Sudan,Sub-Saharan Africa,133.0,4.139,3,0.63069,2016,SDN,2016,64.663
Sudan,Sub-Saharan Africa,137.0,4.139,3,0.605,2018,SDN,2018,65.095
Sudan,Sub-Saharan Africa,137.0,4.139,3,0.605,2019,SDN,2019,65.311
Sudan,Sub-Saharan Africa,118.0,4.55,3,0.52107,2015,SDN,2015,64.429
Tanzania,Sub-Saharan Africa,153.0,3.231,2,0.476,2019,TZA,2019,65.456
Tanzania,Sub-Saharan Africa,153.0,3.303,2,0.455,2018,TZA,2018,65.015
Tanzania,Sub-Saharan Africa,153.0,3.34899997711182,2,0.511135876178741,2017,TZA,2017,64.479
Tanzania,Sub-Saharan Africa,149.0,3.666,2,0.47155,2016,TZA,2016,63.844
Tanzania,Sub-Saharan Africa,146.0,3.781,2,0.2852,2015,TZA,2015,63.111
Togo,Sub-Saharan Africa,158.0,2.839,1,0.20868,2015,TGO,2015,59.927
Togo,Sub-Saharan Africa,155.0,3.303,2,0.28123,2016,TGO,2016,60.22
Togo,Sub-Saharan Africa,150.0,3.49499988555908,2,0.305444717407227,2017,TGO,2017,60.489
Togo,Sub-Saharan Africa,139.0,3.999,2,0.259,2018,TGO,2018,60.76
Togo,Sub-Saharan Africa,139.0,4.085,3,0.275,2019,TGO,2019,61.042
Uganda,Sub-Saharan Africa,145.0,3.739,2,0.34719,2016,UGA,2016,61.986
Uganda,Sub-Saharan Africa,141.0,3.931,2,0.21102,2015,UGA,2015,61.373
Uganda,Sub-Saharan Africa,133.0,4.08099985122681,3,0.381430715322495,2017,UGA,2017,62.516
Uganda,Sub-Saharan Africa,135.0,4.161,3,0.322,2018,UGA,2018,62.973
Uganda,Sub-Saharan Africa,136.0,4.189,3,0.332,2019,UGA,2019,63.368
Zambia,Sub-Saharan Africa,138.0,4.107,3,0.578,2019,ZMB,2019,63.886
Zambia,Sub-Saharan Africa,125.0,4.377,3,0.562,2018,ZMB,2018,63.51
Zambia,Sub-Saharan Africa,116.0,4.513999938964840,3,0.636406779289246,2017,ZMB,2017,63.043
Zambia,Sub-Saharan Africa,106.0,4.795,3,0.61202,2016,ZMB,2016,62.464
Zambia,Sub-Saharan Africa,85.0,5.129,4,0.47038,2015,ZMB,2015,61.737
Zimbabwe,Sub-Saharan Africa,146.0,3.663,2,0.366,2019,ZWE,2019,61.49
Zimbabwe,Sub-Saharan Africa,144.0,3.692,2,0.357,2018,ZWE,2018,61.195
Zimbabwe,Sub-Saharan Africa,138.0,3.875,2,0.375846534967422,2017,ZWE,2017,60.812
Zimbabwe,Sub-Saharan Africa,131.0,4.193,3,0.35041,2016,ZWE,2016,60.294
Zimbabwe,Sub-Saharan Africa,115.0,4.61,3,0.271,2015,ZWE,2015,59.534
Austria,Western Europe,13.0,7.00600004196167,6,1.48709726333618,2017,AUT,2017,81.34
Austria,Western Europe,12.0,7.119,6,1.45038,2016,AUT,2016,81.258
Austria,Western Europe,12.0,7.139,6,1.341,2018,AUT,2018,81.434
Austria,Western Europe,13.0,7.2,6,1.33723,2015,AUT,2015,81.182
Austria,Western Europe,10.0,7.246,6,1.376,2019,AUT,2019,81.544
Belgium,Western Europe,17.0,6.89099979400635,5,1.46378076076508,2017,BGD,2017,72.052
Belgium,Western Europe,18.0,6.923,5,1.356,2019,BGD,2019,72.591
Belgium,Western Europe,16.0,6.927,5,1.324,2018,BGD,2018,72.32
Belgium,Western Europe,18.0,6.929,5,1.42539,2016,BGD,2016,71.785
Belgium,Western Europe,19.0,6.937,5,1.30782,2015,BGD,2015,71.514
Cyprus,Western Europe,69.0,5.546,4,1.31857,2016,CYP,2016,80.513
Cyprus,Western Europe,65.0,5.62099981307983,4,1.35593807697296,2017,CYP,2017,80.672
Cyprus,Western Europe,67.0,5.689,4,1.20813,2015,CYP,2015,80.35
Cyprus,Western Europe,61.0,5.762,4,1.229,2018,CYP,2018,80.828
Cyprus,Western Europe,49.0,6.046,5,1.263,2019,CYP,2019,80.982
Denmark,Western Europe,2.0,7.52199983596802,6,1.48238301277161,2017,DNK,2017,80.681
Denmark,Western Europe,1.0,7.526,6,1.44178,2016,DNK,2016,80.583
Denmark,Western Europe,3.0,7.527,6,1.32548,2015,DNK,2015,80.475
Denmark,Western Europe,3.0,7.555,6,1.351,2018,DNK,2018,80.784
Denmark,Western Europe,2.0,7.6,6,1.383,2019,DNK,2019,80.898
Finland,Western Europe,6.0,7.406,6,1.29025,2015,FIN,2015,81.196
Finland,Western Europe,5.0,7.413,6,1.40598,2016,FIN,2016,81.382
Finland,Western Europe,5.0,7.468999862670900,6,1.44357192516327,2017,FIN,2017,81.561
Finland,Western Europe,1.0,7.632,6,1.305,2018,FIN,2018,81.736
Finland,Western Europe,1.0,7.769,6,1.34,2019,FIN,2019,81.908
France,Western Europe,31.0,6.44199991226196,5,1.43092346191406,2017,FRA,2017,82.432
France,Western Europe,32.0,6.478,5,1.39488,2016,FRA,2016,82.328
France,Western Europe,23.0,6.489,5,1.293,2018,FRA,2018,82.541
France,Western Europe,29.0,6.575,5,1.27778,2015,FRA,2015,82.224
France,Western Europe,24.0,6.592,5,1.324,2019,FRA,2019,82.659
Germany,Western Europe,26.0,6.75,5,1.32792,2015,DEU,2015,80.77
Germany,Western Europe,16.0,6.9510002136230500,5,1.48792338371277,2017,DEU,2017,81.039
Germany,Western Europe,15.0,6.965,5,1.34,2018,DEU,2018,81.18
Germany,Western Europe,17.0,6.985,5,1.373,2019,DEU,2019,81.326
Germany,Western Europe,16.0,6.994,5,1.44787,2016,DEU,2016,80.902
Greece,Western Europe,102.0,4.857,3,1.15406,2015,GRC,2015,81.548
Greece,Western Europe,99.0,5.033,4,1.24886,2016,GRC,2016,81.727
Greece,Western Europe,87.0,5.2270002365112300,4,1.28948748111725,2017,GRC,2017,81.901
Greece,Western Europe,82.0,5.287,4,1.181,2019,GRC,2019,82.239
Greece,Western Europe,79.0,5.358,4,1.154,2018,GRC,2018,82.072
Iceland,Western Europe,4.0,7.494,6,1.38,2019,ISL,2019,82.993
Iceland,Western Europe,4.0,7.495,6,1.343,2018,ISL,2018,82.855
Iceland,Western Europe,3.0,7.501,6,1.42666,2016,ISL,2016,82.601
Iceland,Western Europe,3.0,7.50400018692017,6,1.480633020401,2017,ISL,2017,82.725
Iceland,Western Europe,2.0,7.561,6,1.30232,2015,ISL,2015,82.481
Ireland,Western Europe,19.0,6.907,5,1.48341,2016,IRL,2016,81.615
Ireland,Western Europe,18.0,6.94,5,1.33596,2015,IRL,2015,81.344
Ireland,Western Europe,14.0,6.977,5,1.448,2018,IRL,2018,82.103
Ireland,Western Europe,15.0,6.9770002365112300,5,1.53570663928986,2017,IRL,2017,81.872
Ireland,Western Europe,16.0,7.021,6,1.499,2019,IRL,2019,82.305
Italy,Western Europe,50.0,5.948,4,1.25114,2015,ITA,2015,82.828
Italy,Western Europe,48.0,5.96400022506714,4,1.39506661891937,2017,ITA,2017,83.184
Italy,Western Europe,50.0,5.977,4,1.35495,2016,ITA,2016,83.008
Italy,Western Europe,47.0,6.0,5,1.264,2018,ITA,2018,83.352
Italy,Western Europe,36.0,6.223,5,1.294,2019,ITA,2019,83.512
Luxembourg,Western Europe,18.0,6.86299991607666,5,1.74194359779358,2017,LUX,2017,81.955
Luxembourg,Western Europe,20.0,6.871,5,1.69752,2016,LUX,2016,81.803
Luxembourg,Western Europe,17.0,6.91,5,1.576,2018,LUX,2018,82.102
Luxembourg,Western Europe,17.0,6.946,5,1.56391,2015,LUX,2015,81.636
Luxembourg,Western Europe,14.0,7.09,6,1.609,2019,LUX,2019,82.25
Malta,Western Europe,37.0,6.302,5,1.2074,2015,MLT,2015,81.896
Malta,Western Europe,30.0,6.488,5,1.30782,2016,MLT,2016,82.063
Malta,Western Europe,27.0,6.52699995040894,5,1.34327983856201,2017,MLT,2017,82.221
Malta,Western Europe,22.0,6.627,5,1.27,2018,MLT,2018,82.376
Malta,Western Europe,22.0,6.726,5,1.3,2019,MLT,2019,82.53
Netherlands,Western Europe,7.0,7.339,6,1.46468,2016,NLD,2016,81.862
Netherlands,Western Europe,6.0,7.3769998550415,6,1.50394463539124,2017,NLD,2017,82.004
Netherlands,Western Europe,7.0,7.378,6,1.32944,2015,NLD,2015,81.715
Netherlands,Western Europe,6.0,7.441,6,1.361,2018,NLD,2018,82.143
Netherlands,Western Europe,5.0,7.488,6,1.396,2019,NLD,2019,82.283
Norway,Western Europe,4.0,7.498,6,1.57744,2016,NOR,2016,82.029
Norway,Western Europe,4.0,7.522,6,1.459,2015,NOR,2015,81.912
Norway,Western Europe,1.0,7.537000179290770,6,1.61646318435669,2017,NOR,2017,82.146
Norway,Western Europe,3.0,7.554,6,1.488,2019,NOR,2019,82.404
Norway,Western Europe,2.0,7.594,6,1.456,2018,NOR,2018,82.271
Portugal,Western Europe,88.0,5.102,4,1.15991,2015,PRT,2015,81.224
Portugal,Western Europe,94.0,5.123,4,1.27607,2016,PRT,2016,81.444
Portugal,Western Europe,89.0,5.19500017166138,4,1.3151752948761,2017,PRT,2017,81.655
Portugal,Western Europe,77.0,5.41,4,1.188,2018,PRT,2018,81.857
Portugal,Western Europe,66.0,5.693,4,1.221,2019,PRT,2019,82.049
Spain,Western Europe,36.0,6.31,5,1.251,2018,ESP,2018,83.433
Spain,Western Europe,36.0,6.329,5,1.23011,2015,ESP,2015,82.981
Spain,Western Europe,30.0,6.354,5,1.286,2019,ESP,2019,83.565
Spain,Western Europe,37.0,6.361,5,1.34253,2016,ESP,2016,83.145
Spain,Western Europe,34.0,6.40299987792969,5,1.38439786434174,2017,ESP,2017,83.294
Sweden,Western Europe,9.0,7.28399991989136,6,1.49438726902008,2017,SWE,2017,82.516
Sweden,Western Europe,10.0,7.291,6,1.45181,2016,SWE,2016,82.382
Sweden,Western Europe,9.0,7.314,6,1.355,2018,SWE,2018,82.654
Sweden,Western Europe,7.0,7.343,6,1.387,2019,SWE,2019,82.797
Sweden,Western Europe,8.0,7.364,6,1.33171,2015,SWE,2015,82.251
Switzerland,Western Europe,6.0,7.48,6,1.452,2019,CHE,2019,83.779
Switzerland,Western Europe,5.0,7.487,6,1.42,2018,CHE,2018,83.63
Switzerland,Western Europe,4.0,7.49399995803833,6,1.56497955322266,2017,CHE,2017,83.473
Switzerland,Western Europe,2.0,7.509,6,1.52733,2016,CHE,2016,83.31
Switzerland,Western Europe,1.0,7.587,6,1.39651,2015,CHE,2015,83.142
United Kingdom,Western Europe,19.0,6.71400022506714,5,1.44163393974304,2017,GBR,2017,81.168
United Kingdom,Western Europe,23.0,6.725,5,1.40283,2016,GBR,2016,81.111
United Kingdom,Western Europe,21.0,6.867,5,1.26637,2015,GBR,2015,81.052
United Kingdom,Western Europe,15.0,7.054,6,1.333,2019,GBR,2019,81.321
United Kingdom,Western Europe,11.0,7.19,6,1.244,2018,GBR,2018,81.236